ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,DateOfThisUpdate,DateOfDataset,WageMedianConst,WageMedianRegion,WageMedianCountry,
E14001051,Wolverhampton South West,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14001052,Worcester,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14001058,Wyre Forest,E12000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000544,Basildon and Billericay,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,590,610,580,
E14000552,Bedford,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,540,610,580,
E14000590,Braintree,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,560,610,580,
E14000594,Brentwood and Ongar,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,780,610,580,
E14000603,Broadland,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,570,610,580,
E14000606,Broxbourne,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,630,610,580,
E14000613,Bury St Edmunds,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,560,610,580,
E14000617,Cambridge,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,630,610,580,
E14000622,Castle Point,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,610,610,580,
E14000624,Central Suffolk and North Ipswich,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,630,610,580,
E14000628,Chelmsford,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,630,610,580,
E14000642,Clacton,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,470,610,580,
E14000644,Colchester,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,580,610,580,
E14000693,Epping Forest,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,730,610,580,
E14000717,Great Yarmouth,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,480,610,580,
E14000729,Harlow,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,540,610,580,
E14000734,Harwich and North Essex,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,610,610,580,
E14000739,Hemel Hempstead,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,600,610,580,
E14000744,Hertford and Stortford,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,720,610,580,
E14000745,Hertsmere,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,680,610,580,
E14000749,Hitchin and Harpenden,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,820,610,580,
E14000757,Huntingdon,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,600,610,580,
E14000761,Ipswich,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,520,610,580,
E14000800,Luton North,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14000801,Luton South,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,540,610,580,
E14000806,Maldon,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,670,610,580,
E14000813,Mid Bedfordshire,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,680,610,580,
E14000816,Mid Norfolk,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,550,610,580,
E14000841,North East Bedfordshire,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,640,610,580,
E14000842,North East Cambridgeshire,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,530,610,580,
E14000845,North East Hertfordshire,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,760,610,580,
E14000848,North Norfolk,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,500,610,580,
E14000855,North West Cambridgeshire,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,560,610,580,
E14000859,North West Norfolk,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,520,610,580,
E14000863,Norwich North,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,490,610,580,
E14000864,Norwich South,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,570,610,580,
E14000878,Peterborough,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,500,610,580,
E14000888,Rayleigh and Wickford,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,700,610,580,
E14000899,Rochford and Southend East,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,610,610,580,
E14000910,Saffron Walden,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,700,610,580,
E14000933,South Basildon and East Thurrock,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,640,610,580,
E14000934,South Cambridgeshire,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,750,610,580,
E14000937,South East Cambridgeshire,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,690,610,580,
E14000941,South Norfolk,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,600,610,580,
E14000946,South Suffolk,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14000949,South West Bedfordshire,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14000951,South West Hertfordshire,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,650,610,580,
E14000952,South West Norfolk,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,520,610,580,
E14000957,Southend West,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14000960,St Albans,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,710,610,580,
E14000968,Stevenage,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,580,610,580,
E14000981,Suffolk Coastal,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,600,610,580,
E14000995,Thurrock,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14001021,Watford,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,670,610,580,
E14001022,Waveney,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,520,610,580,
E14001027,Welwyn Hatfield,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,610,610,580,
E14001034,West Suffolk,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,530,610,580,
E14001045,Witham,E12000006,East of England,K02000001,UK,04/11/2019,01/04/2019,700,610,580,
E14000540,Barking,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,590,700,580,
E14000549,Battersea,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,830,700,580,
E14000551,Beckenham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,800,700,580,
E14000553,Bermondsey and Old Southwark,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,750,700,580,
E14000555,Bethnal Green and Bow,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,700,700,580,
E14000558,Bexleyheath and Crayford,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,690,700,580,
E14000591,Brent Central,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,590,700,580,
E14000592,Brent North,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,580,700,580,
E14000593,Brentford and Isleworth,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,720,700,580,
E14000604,Bromley and Chislehurst,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,770,700,580,
E14000615,Camberwell and Peckham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,620,700,580,
E14000621,Carshalton and Wallington,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,680,700,580,
E14000629,Chelsea and Fulham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,830,700,580,
E14000634,Chingford and Woodford Green,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,750,700,580,
E14000636,Chipping Barnet,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,760,700,580,
E14000639,Cities of London and Westminster,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,780,700,580,
E14000654,Croydon Central,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,670,700,580,
E14000655,Croydon North,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,620,700,580,
E14000656,Croydon South,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,740,700,580,
E14000657,Dagenham and Rainham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,570,700,580,
E14000673,Dulwich and West Norwood,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,730,700,580,
E14000674,Ealing Central and Acton,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,670,700,580,
E14000675,Ealing North,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,590,700,580,
E14000676,"Ealing, Southall",E12000007,London,K02000001,UK,04/11/2019,01/04/2019,610,700,580,
E14000679,East Ham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,610,700,580,
E14000687,Edmonton,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,580,700,580,
E14000690,Eltham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,720,700,580,
E14000691,Enfield North,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,650,700,580,
E14000692,"Enfield, Southgate",E12000007,London,K02000001,UK,04/11/2019,01/04/2019,700,700,580,
E14000696,Erith and Thamesmead,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,580,700,580,
E14000701,Feltham and Heston,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,560,700,580,
E14000703,Finchley and Golders Green,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,640,700,580,
E14000718,Greenwich and Woolwich,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,730,700,580,
E14000720,Hackney North and Stoke Newington,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,730,700,580,
E14000721,Hackney South and Shoreditch,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,670,700,580,
E14000726,Hammersmith,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,800,700,580,
E14000727,Hampstead and Kilburn,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,850,700,580,
E14000731,Harrow East,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,630,700,580,
E14000732,Harrow West,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,700,700,580,
E14000737,Hayes and Harlington,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,560,700,580,
E14000741,Hendon,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,640,700,580,
E14000750,Holborn and St Pancras,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,680,700,580,
E14000751,Hornchurch and Upminster,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,650,700,580,
E14000752,Hornsey and Wood Green,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,710,700,580,
E14000759,Ilford North,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,630,700,580,
E14000760,Ilford South,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,650,700,580,
E14000763,Islington North,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,740,700,580,
E14000764,Islington South and Finsbury,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,870,700,580,
E14000768,Kensington,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,840,700,580,
E14000770,Kingston and Surbiton,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,740,700,580,
E14000787,Lewisham East,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,630,700,580,
E14000788,Lewisham West and Penge,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,710,700,580,
E14000789,"Lewisham, Deptford",E12000007,London,K02000001,UK,04/11/2019,01/04/2019,690,700,580,
E14000790,Leyton and Wanstead,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,680,700,580,
E14000823,Mitcham and Morden,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,580,700,580,
E14000869,Old Bexley and Sidcup,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,730,700,580,
E14000872,Orpington,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,770,700,580,
E14000882,Poplar and Limehouse,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,850,700,580,
E14000887,Putney,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,850,700,580,
E14000896,Richmond Park,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,790,700,580,
E14000900,Romford,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,690,700,580,
E14000906,"Ruislip, Northwood and Pinner",E12000007,London,K02000001,UK,04/11/2019,01/04/2019,740,700,580,
E14000978,Streatham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,710,700,580,
E14000984,Sutton and Cheam,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,660,700,580,
E14000998,Tooting,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,760,700,580,
E14001002,Tottenham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,640,700,580,
E14001005,Twickenham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,810,700,580,
E14001007,Uxbridge and South Ruislip,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,650,700,580,
E14001008,Vauxhall,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,720,700,580,
E14001013,Walthamstow,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,690,700,580,
E14001032,West Ham,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,630,700,580,
E14001036,Westminster North,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,830,700,580,
E14001040,Wimbledon,E12000007,London,K02000001,UK,04/11/2019,01/04/2019,890,700,580,
E14000530,Aldershot,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000534,Arundel and South Downs,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14000536,Ashford,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000538,Aylesbury,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000539,Banbury,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000545,Basingstoke,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000550,Beaconsfield,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,790,640,580,
E14000557,Bexhill and Battle,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,540,640,580,
E14000576,Bognor Regis and Littlehampton,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,460,640,580,
E14000586,Bracknell,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,740,640,580,
E14000597,"Brighton, Kemptown",E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000598,"Brighton, Pavilion",E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000608,Buckingham,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14000619,Canterbury,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000626,Chatham and Aylesford,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,600,640,580,
E14000631,Chesham and Amersham,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,660,640,580,
E14000633,Chichester,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000652,Crawley,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,570,640,580,
E14000659,Dartford,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000670,Dover,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000680,East Hampshire,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000681,East Surrey,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14000682,East Worthing and Shoreham,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,570,640,580,
E14000684,Eastbourne,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,540,640,580,
E14000685,Eastleigh,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000694,Epsom and Ewell,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,730,640,580,
E14000697,Esher and Walton,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,820,640,580,
E14000699,Fareham,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,670,640,580,
E14000700,Faversham and Mid Kent,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,560,640,580,
E14000704,Folkestone and Hythe,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,560,640,580,
E14000711,Gillingham and Rainham,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,600,640,580,
E14000713,Gosport,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,580,640,580,
E14000715,Gravesham,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000719,Guildford,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,780,640,580,
E14000735,Hastings and Rye,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,500,640,580,
E14000736,Havant,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,590,640,580,
E14000742,Henley,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,770,640,580,
E14000753,Horsham,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,660,640,580,
E14000755,Hove,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14000762,Isle of Wight,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,510,640,580,
E14000786,Lewes,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000803,Maidenhead,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,770,640,580,
E14000804,Maidstone and The Weald,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,600,640,580,
E14000811,Meon Valley,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,670,640,580,
E14000817,Mid Sussex,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000821,Milton Keynes North,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000822,Milton Keynes South,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14000824,Mole Valley,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000827,New Forest East,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,570,640,580,
E14000828,New Forest West,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,660,640,580,
E14000830,Newbury,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,720,640,580,
E14000844,North East Hampshire,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14000852,North Thanet,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,560,640,580,
E14000857,North West Hampshire,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000873,Oxford East,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000874,Oxford West and Abingdon,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000883,Portsmouth North,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,570,640,580,
E14000884,Portsmouth South,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,520,640,580,
E14000889,Reading East,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000890,Reading West,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,580,640,580,
E14000893,Reigate,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,740,640,580,
E14000898,Rochester and Strood,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14000901,Romsey and Southampton North,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000907,Runnymede and Weybridge,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,750,640,580,
E14000918,Sevenoaks,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14000927,Sittingbourne and Sheppey,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,590,640,580,
E14000930,Slough,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000948,South Thanet,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,520,640,580,
E14000953,South West Surrey,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,750,640,580,
E14000955,"Southampton, Itchen",E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,540,640,580,
E14000956,"Southampton, Test",E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,560,640,580,
E14000959,Spelthorne,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000983,Surrey Heath,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,700,640,580,
E14000997,Tonbridge and Malling,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,690,640,580,
E14001004,Tunbridge Wells,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,690,640,580,
E14001015,Wantage,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,690,640,580,
E14001023,Wealden,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14001041,Winchester,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,670,640,580,
E14001042,Windsor,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,680,640,580,
E14001046,Witney,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14001047,Woking,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14001048,Wokingham,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,690,640,580,
E14001055,Worthing West,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,550,640,580,
E14001056,Wycombe,E12000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000547,Bath,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,650,560,580,
E14000584,Bournemouth East,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14000585,Bournemouth West,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14000595,Bridgwater and West Somerset,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000599,Bristol East,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000600,Bristol North West,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000601,Bristol South,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000602,Bristol West,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,650,560,580,
E14000616,Camborne and Redruth,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,480,560,580,
E14000623,Central Devon,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14000630,Cheltenham,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,620,560,580,
E14000635,Chippenham,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000638,Christchurch,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,670,560,580,
E14000665,Devizes,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000678,East Devon,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,590,560,580,
E14000698,Exeter,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14000702,Filton and Bradley Stoke,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,630,560,580,
E14000705,Forest of Dean,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000712,Gloucester,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14000774,Kingswood,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14000815,Mid Dorset and North Poole,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14000835,Newton Abbot,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14000837,North Cornwall,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14000838,North Devon,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,480,560,580,
E14000839,North Dorset,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14000846,North East Somerset,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000850,North Somerset,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,660,560,580,
E14000851,North Swindon,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000860,North Wiltshire,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,650,560,580,
E14000879,"Plymouth, Moor View",E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,470,560,580,
E14000880,"Plymouth, Sutton and Devonport",E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,490,560,580,
E14000881,Poole,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000912,Salisbury,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14000932,Somerton and Frome,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000936,South Dorset,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000938,South East Cornwall,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000947,South Swindon,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,590,560,580,
E14000950,South West Devon,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000954,South West Wiltshire,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14000961,St Austell and Newquay,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,490,560,580,
E14000964,St Ives,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,450,560,580,
E14000980,Stroud,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000988,Taunton Deane,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000990,Tewkesbury,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,610,560,580,
E14000991,The Cotswolds,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,600,560,580,
E14000994,Thornbury and Yate,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,590,560,580,
E14000996,Tiverton and Honiton,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000999,Torbay,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14001000,Torridge and West Devon,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,500,560,580,
E14001001,Totnes,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14001003,Truro and Falmouth,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14001026,Wells,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14001031,West Dorset,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14001038,Weston-Super-Mare,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14001060,Yeovil,E12000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
N06000001,Belfast East,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,580,540,580,
N06000002,Belfast North,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
N06000003,Belfast South,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,590,540,580,
N06000004,Belfast West,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
N06000005,East Antrim,N92000002,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,530,540,580,
